"ID ","COMPONENT                                                    ","FIPS   ","REGION                     ","CODE   ","INDUSTRY                   ","    1998","    1999","    2000","    2001","    2002","    2003"
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","21     ","        Motor vehicle, body, trailer, and parts manufacturing              ",       971,      1454,      1658,      1668,      2068,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","22     ","        Other transportation equipment manufacturing                       ",       713,       893,       872,       797,      1060,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","23     ","        Furniture and related product manufacturing                        ",       691,       795,       803,       684,       698,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","24     ","        Miscellaneous manufacturing                                        ",       376,       385,       414,       388,       414,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","25     ","      Nondurable goods                                                     ",      9219,      8933,      9475,      9314,      8982,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","26     ","        Food product manufacturing                                         ",      1284,      1428,      1394,      1671,      1756,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","27     ","        Textile and textile product mills                                  ",      1549,      1441,      1470,      1392,      1298,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","28     ","        Apparel manufacturing                                              ",      1012,      1073,       908,       826,       762,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","29     ","        Paper manufacturing                                                ",      2232,      2005,      2432,      2306,      2132,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","30     ","        Printing and related support activities                            ",       396,       404,       395,       381,       387,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","31     ","        Petroleum and coal products manufacturing                          ",       243,       141,       199,       174,       137,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","32     ","        Chemical manufacturing                                             ",      1338,      1335,      1635,      1486,      1489,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","33     ","        Plastics and rubber products manufacturing                         ",      1166,      1107,      1042,      1079,      1022,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","34     ","    Wholesale trade                                                        ",      6307,      6707,      6857,      6921,      7113,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","35     ","    Retail trade                                                           ",      9023,      9405,      9483,      9811,     10966,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","36     ","    Transportation and warehousing, excluding Postal Service               ",      3259,      3409,      3453,      3301,      3353,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","37     ","      Air transportation                                                   ",       123,       126,       134,        53,        66,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","38     ","      Rail transportation                                                  ",       430,       438,       430,       424,       429,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","39     ","      Water transportation                                                 ",        47,        39,        51,        48,        45,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","40     ","      Truck transportation                                                 ",      1692,      1744,      1754,      1702,      1723,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","41     ","      Transit and ground passenger transportation                          ",        45,        49,        45,        53,        58,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","42     ","      Pipeline transportation                                              ",        99,       107,        79,        50,        69,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","43     ","      Other transportation and support activities                          ",       508,       561,       617,       621,       627,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","44     ","      Warehousing and storage                                              ",       315,       343,       343,       350,       336,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","45     ","    Information                                                            ",      3392,      3594,      3625,      3823,      4028,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","46     ","      Publishing including software                                        ",       418,       457,       446,       481,       524,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","47     ","      Motion picture and sound recording industries                        ",        27,        37,        41,        43,        45,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","48     ","      Broadcasting and telecommunications                                  ",      2778,      2858,      2986,      3130,      3264,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","49     ","      Information and data processing services                             ",       169,       242,       153,       169,       195,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","50     ","    Finance and insurance                                                  ",      5952,      6559,      6748,      7219,      7697,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","51     ","      Federal Reserve banks, credit intermediation and related services    ",      3837,      4384,      4461,      4721,      5050,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","52     ","      Securities, commodity contracts, investments                         ",       376,       388,       420,       397,       407,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","53     ","      Insurance carriers and related activities                            ",      1711,      1759,      1840,      2065,      2203,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","54     ","      Funds, trusts, and other financial vehicles                          ",        28,        28,        27,        35,        37,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","55     ","    Real estate, rental, and leasing                                       ",     10199,     11162,     11825,     12716,     13445,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","56     ","      Real estate                                                          ",      9270,     10152,     10687,     11585,     12162,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","57     ","      Rental and leasing services and lessors of intangible assets         ",       930,      1010,      1139,      1130,      1284,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","58     ","    Professional and technical services                                    ",      5635,      6047,      6251,      6849,      7113,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","59     ","      Legal services                                                       ",      1332,      1373,      1454,      1543,      1590,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","60     ","      Computer systems design and related services                         ",       805,       895,       922,      1114,      1241,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","61     ","      Other professional, scientific and technical services                ",      3498,      3779,      3876,      4192,      4283,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","62     ","    Management of companies and enterprises                                ",       635,       724,       670,       725,       840,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","63     ","    Administrative and waste services                                      ",      2212,      2415,      2423,      2502,      2677,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","64     ","      Administrative and support services                                  ",      1995,      2186,      2201,      2281,      2451,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","65     ","      Waste management and remediation services                            ",       218,       229,       221,       221,       226,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","66     ","    Educational services                                                   ",       413,       452,       500,       536,       575,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","67     ","    Health care and social assistance                                      ",      7046,      7170,      7556,      7980,      8697,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","68     ","      Ambulatory health care services                                      ",      4480,      4497,      4642,      4872,      5272,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","69     ","      Hospitals and nursing and residential care facilities                ",      2200,      2249,      2462,      2609,      2864,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","70     ","      Social assistance                                                    ",       367,       423,       452,       499,       561,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","71     ","    Arts, entertainment, and recreation                                    ",       402,       432,       429,       462,       489,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","72     ","      Performing arts, museums, and related activities                     ",       131,       135,       135,       145,       159,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","73     ","      Amusements, gambling, and recreation                                 ",       271,       297,       294,       317,       330,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","74     ","    Accommodation and food services                                        ",      2474,      2637,      2722,      2758,      2834,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","75     ","      Accommodation                                                        ",       436,       460,       486,       467,       473,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","76     ","      Food services and drinking places                                    ",      2037,      2177,      2236,      2291,      2360,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","77     ","    Other services, except government                                      ",      3009,      3071,      3176,      3388,      3444,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","78     ","Government                                                                 ",     16659,     17186,     17790,     18495,     19378,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","79     ","    Federal civilian                                                       ",      4301,      4355,      4256,      4352,      4688,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","80     ","    Federal military                                                       ",      1548,      1519,      1498,      1564,      1550,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","01     ","Alabama                    ","81     ","    State and local                                                        ",     10811,     11312,     12036,     12580,     13141,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","01     "," All Industries                                                            ",     22942,     24511,     27498,     26947,     29708,     31410
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","02     ","   Private industries                                                      ",     17953,     19498,     22281,     21519,     23918,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","03     ","     Agriculture, forestry, fishing, and hunting                           ",       516,       538,       596,       416,       403,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","04     ","       Crop and animal production (Farms)                                  ",        25,        25,        28,        28,        26,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","05     ","       Forestry, fishing, and related activities                           ",       491,       513,       568,       388,       377,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","06     ","     Mining                                                                ",      3055,      4043,      6273,      4955,      6186,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","07     ","       Oil and gas extraction                                              ",      2041,      2952,      5006,      3702,      4771,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","08     ","       Mining, except oil and gas                                          ",       500,       585,       579,       508,       515,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","09     ","       Support activities for mining                                       ",       514,       506,       689,       745,       901,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","10     ","    Utilities                                                              ",       289,       290,       299,       276,       310,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","11     ","    Construction                                                           ",      1112,      1143,      1171,      1281,      1399,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","12     ","    Manufacturing                                                          ",       733,       637,       570,       612,       588,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","13     ","      Durable goods                                                        ",       147,       125,       128,       131,       131,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","14     ","        Wood product manufacturing                                         ",        47,        43,        31,        32,        23,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","15     ","        Nonmetallic mineral product manufacturing                          ",        39,        33,        34,        37,        37,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","16     ","        Primary metal manufacturing                                        ",         1,         1,         1,         1,         1,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","17     ","        Fabricated metal product manufacturing                             ",        26,        18,        26,        28,        30,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","18     ","        Machinery manufacturing                                            ",         5,         2,         2,         3,         6,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","19     ","        Computer and electronic product manufacturing                      ",         4,         2,         3,         3,         4,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","20     ","        Electrical equipment and appliance manufacturing                   ",         1,         1,         1,         1,         1,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","21     ","        Motor vehicle, body, trailer, and parts manufacturing              ",         1,"   (L)  ",         1,         1,         1,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","22     ","        Other transportation equipment manufacturing                       ",        10,         9,        12,        10,        12,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","23     ","        Furniture and related product manufacturing                        ",         6,         5,         5,         5,         5,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","24     ","        Miscellaneous manufacturing                                        ",         6,        10,        12,        10,        11,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","25     ","      Nondurable goods                                                     ",       586,       512,       442,       481,       457,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","26     ","        Food product manufacturing                                         ",       363,       386,       305,       316,       310,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","27     ","        Textile and textile product mills                                  ",         2,         1,         1,         1,         1,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","28     ","        Apparel manufacturing                                              ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","29     ","        Paper manufacturing                                                ",        10,         2,         1,         1,"   (L)  ","  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","30     ","        Printing and related support activities                            ",        29,        27,        28,        27,        27,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","31     ","        Petroleum and coal products manufacturing                          ",       114,        52,        62,        81,        60,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","32     ","        Chemical manufacturing                                             ",        63,        40,        40,        49,        51,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","33     ","        Plastics and rubber products manufacturing                         ",         4,         3,         5,         7,         7,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","34     ","    Wholesale trade                                                        ",       657,       677,       675,       669,       691,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","35     ","    Retail trade                                                           ",      1352,      1404,      1368,      1411,      1642,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","36     ","    Transportation and warehousing, excluding Postal Service               ",      2873,      2981,      3070,      3117,      3186,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","37     ","      Air transportation                                                   ",       405,       424,       428,       415,       419,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","38     ","      Rail transportation                                                  ",         0,         0,         0,         0,         0,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","39     ","      Water transportation                                                 ",        66,        69,        86,        89,        89,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","40     ","      Truck transportation                                                 ",       175,       169,       179,       193,       211,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","41     ","      Transit and ground passenger transportation                          ",        48,        48,        45,        53,        56,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","42     ","      Pipeline transportation                                              ",      1792,      1881,      1882,      1913,      1940,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","43     ","      Other transportation and support activities                          ",       373,       375,       434,       441,       459,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","44     ","      Warehousing and storage                                              ",        14,        15,        15,        15,        12,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","45     ","    Information                                                            ",       640,       720,       779,       783,       831,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","46     ","      Publishing including software                                        ",        65,        70,        62,        69,        79,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","47     ","      Motion picture and sound recording industries                        ",         7,         9,         9,        10,        11,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","48     ","      Broadcasting and telecommunications                                  ",       536,       608,       684,       686,       719,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","49     ","      Information and data processing services                             ",        32,        33,        23,        18,        23,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","50     ","    Finance and insurance                                                  ",       758,       766,       769,       805,       947,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","51     ","      Federal Reserve banks, credit intermediation and related services    ",       398,       424,       429,       450,       487,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","52     ","      Securities, commodity contracts, investments                         ",        52,        55,        67,        56,        56,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","53     ","      Insurance carriers and related activities                            ",       233,       228,       256,       229,       340,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","54     ","      Funds, trusts, and other financial vehicles                          ",        76,        59,        17,        70,        63,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","55     ","    Real estate, rental, and leasing                                       ",      2066,      2249,      2385,      2520,      2687,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","56     ","      Real estate                                                          ",      1916,      2096,      2226,      2352,      2495,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","57     ","      Rental and leasing services and lessors of intangible assets         ",       150,       153,       159,       168,       192,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","58     ","    Professional and technical services                                    ",       889,       881,       886,       989,      1060,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","59     ","      Legal services                                                       ",       162,       164,       164,       158,       166,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","60     ","      Computer systems design and related services                         ",        56,        56,        54,        76,        87,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","61     ","      Other professional, scientific and technical services                ",       671,       660,       669,       755,       807,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","62     ","    Management of companies and enterprises                                ",       166,       180,       200,       209,       228,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","63     ","    Administrative and waste services                                      ",       497,       481,       470,       481,       506,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","64     ","      Administrative and support services                                  ",       440,       416,       385,       388,       398,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","65     ","      Waste management and remediation services                            ",        57,        65,        84,        93,       107,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","66     ","    Educational services                                                   ",        82,        90,        93,        91,       104,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","67     ","    Health care and social assistance                                      ",      1015,      1091,      1270,      1420,      1593,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","68     ","      Ambulatory health care services                                      ",       520,       570,       667,       774,       891,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","69     ","      Hospitals and nursing and residential care facilities                ",       345,       355,       417,       449,       480,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","70     ","      Social assistance                                                    ",       151,       166,       186,       198,       222,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","71     ","    Arts, entertainment, and recreation                                    ",       178,       184,       165,       180,       195,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","72     ","      Performing arts, museums, and related activities                     ",        61,        69,        70,        78,        86,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","73     ","      Amusements, gambling, and recreation                                 ",       117,       115,        95,       102,       109,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","74     ","    Accommodation and food services                                        ",       612,       658,       729,       721,       769,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","75     ","      Accommodation                                                        ",       235,       264,       315,       300,       321,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","76     ","      Food services and drinking places                                    ",       378,       394,       415,       422,       448,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","77     ","    Other services, except government                                      ",       465,       485,       514,       582,       593,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","78     ","Government                                                                 ",      4989,      5013,      5216,      5428,      5790,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","79     ","    Federal civilian                                                       ",      1234,      1237,      1320,      1345,      1390,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","80     ","    Federal military                                                       ",      1117,      1136,      1193,      1274,      1422,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","02     ","Alaska                     ","81     ","    State and local                                                        ",      2638,      2640,      2703,      2809,      2978,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","01     "," All Industries                                                            ",    137457,    147889,    157424,    163218,    171781,    182208
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","02     ","   Private industries                                                      ",    120361,    129919,    138429,    142957,    150052,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","03     ","     Agriculture, forestry, fishing, and hunting                           ",      1637,      1573,      1570,      1777,      2116,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","04     ","       Crop and animal production (Farms)                                  ",      1198,      1128,      1132,      1308,      1644,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","05     ","       Forestry, fishing, and related activities                           ",       438,       446,       439,       469,       472,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","06     ","     Mining                                                                ",      1614,      1477,      1475,      1355,      1168,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","07     ","       Oil and gas extraction                                              ",         1,         1,         1,         1,         1,"  (N/A) "
"200","Gross State Product (millions of current dollars)            ","04     ","Arizona                    ","08     ","       Mining, except oil and gas                                          ",      1342,      1291,      1312,      1150,       998,"  (N/A) "
